id,0,48,96,144,192,240,288,336,384,432,480,528,576,624,672,720,768,816,864,912,960,1008,1056,1104,1152,1200,1248,1296,1344,1392,1440,1488,1536,1584,1632,1680,1728,1776,1824,1872,1920,1968,2016,2064,2112,2160,2208,2256,2304,2352,2400,2448,2496,2544,2592,2640,2688,2736,2784,2832,2880,2928,2976,3024,3072,3120,3168,3216,3264,3312,3360,3408,3456,3504,3552,3600
1280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,2,5,4,7,17,14,14,8,16,9,34,22,29,106,42,11,74,31,251,6,116,197,166,105,13,10,35,23,36,29,44,41,35,10,53,11,0,0,4,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,3,3,5,8,4,3,7,7,31,27,8,51,2,56,132,59,171,235,124,243,60,123,18,14,147,36,50,93,54,130,44,39,23,39,22,10,25,21,5,0,10,11,0,2,3,0,4,0,0,0,1,0,0,0,0,0,0,0
1282,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,2,3,10,7,10,12,15,5,15,11,35,76,47,46,11,162,49,118,293,96,146,276,1099,110,182,51,149,41,93,109,112,80,54,76,87,58,27,12,29,32,23,29,8,13,23,3,1,1,3,2,0,1,0,0,0,1,0,0,0,0
1283,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,3,6,7,10,19,9,9,25,25,39,9,9,128,2,87,108,9,452,97,116,355,100,201,146,58,8,297,65,109,64,80,124,110,58,70,62,29,8,10,37,11,2,10,11,0,8,1,0,2,2,4,2,0,0,1,1,0,0,0
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,5,5,12,10,8,4,37,9,20,23,74,36,61,70,99,77,35,81,44,364,76,83,44,212,80,86,25,40,108,27,41,36,27,47,33,4,9,16,24,9,2,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0
1285,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,3,3,4,5,6,8,7,9,28,78,176,60,124,205,69,222,633,145,77,228,182,209,288,78,187,219,147,46,340,308,190,287,68,116,90,86,59,58,220,70,145,24,60,14,26,18,9,10,16,9,1,3,0,4,1,0,0,0,0,0,0
1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,2,11,9,17,24,11,49,75,42,20,23,21,15,43,36,4,11,50,190,12,20,38,61,47,28,14,21,17,21,15,22,10,24,29,11,3,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,112,0,0,0,3,0,0,0,0,0,1,0,0,0,3,15,0,2,0,0,0,0,0,0,3,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,26,0,0,3,3,1,3,3,9,42,45,3,131,0,27,0,1,0,19,160,0,17,0,20,24,24,23,16,11,10,0,0,0,1,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,3,0,2,1,3,2,1,0,19,10,1,7,10,42,2,2,14,95,72,21,55,14,15,14,15,11,6,11,6,13,7,23,2,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,5,0,4,8,8,0,7,25,90,0,50,48,24,0,0,8,55,190,4,7,11,5,13,11,3,4,9,9,11,13,1,8,3,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,3,0,7,0,0,0,20,3,3,1,0,5,8,3,4,7,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,5,0,1,0,0,0,1,0,10,8,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,2,6,2,1,1,4,0,0,6,0,0,0,5,2,13,5,6,6,3,5,1,2,1,2,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,11,0,0,8,1,0,0,40,15,44,261,2,139,11,19,2,0,380,42,4,4,119,75,8,65,62,35,19,20,9,9,14,29,7,3,6,1,0,1,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0
1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,86,0,0,1,0,4,0,0,0,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,6,10,27,0,4,8,35,23,45,34,24,97,35,9,130,24,86,76,41,29,20,10,29,66,40,50,25,27,17,18,23,16,1,0,0,16,6,1,1,1,1,1,10,8,0,0,0,0,1,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,6,10,10,7,29,10,19,48,38,17,104,377,141,259,156,39,115,282,356,261,27,41,108,148,135,15,105,51,85,73,82,49,68,73,49,42,24,105,40,49,10,9,10,13,9,0,0,9,2,4,1,0,0,0,0,0,0,0
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,0,0,0,3,0,0,16,0,10,11,2,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,5,0,10,23,0,5,12,1,51,37,0,51,23,1,67,2,2,9,15,3,26,11,11,8,3,4,8,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,2,19,0,0,22,21,5,0,4,0,0,1,8,5,5,15,7,5,6,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,4,7,5,9,14,3,1,63,12,25,7,244,96,136,87,54,108,583,147,359,102,515,81,339,70,95,150,62,16,31,34,33,26,18,10,10,47,2,7,15,22,1,1,18,4,6,0,3,2,1,1,3,1,1,0,0,0,0
1305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,5,8,13,44,22,27,35,53,102,10,320,128,191,578,281,232,691,973,407,306,133,82,183,39,90,155,50,46,29,26,15,36,24,31,35,21,35,31,41,53,7,5,15,5,8,7,1,2,1,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,9,0,24,17,30,9,124,3,27,75,42,71,320,240,500,429,68,1,34,65,25,39,115,26,5,11,30,24,6,5,8,23,24,46,29,5,37,3,40,5,2,9,1,3,3,0,3,0,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,9,0,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,5,8,11,47,38,46,83,34,11,21,67,129,83,227,153,43,220,3,40,1,24,118,140,12,97,46,46,22,16,35,18,34,13,1,23,38,20,29,13,5,9,12,7,6,0,0,4,0,0,0,0,0,0,0,0
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,2,0,6,1,0,0,0,0,2,0,127,0,0,14,1,3,10,1,0,22,4,17,1,1,11,13,17,2,12,15,9,41,12,1,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,2,5,0,2,18,5,11,13,2,19,23,4,6,4,1,1,9,8,8,3,1,2,1,4,1,3,0,13,50,4,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,6,8,30,29,20,18,15,16,37,43,25,21,38,11,15,20,27,4,37,27,48,20,40,8,8,23,16,18,9,10,6,9,28,9,21,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,7,2,0,11,11,0,2,6,3,19,0,0,0,8,6,4,8,5,8,1,7,1,1,1,2,6,0,12,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,1,3,5,0,1,0,1,5,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,5,2,6,9,15,18,15,0,20,4,22,35,125,28,107,74,147,20,218,19,33,34,42,42,49,25,12,18,12,12,7,24,3,3,1,3,2,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,8,4,7,4,13,13,15,4,7,66,16,32,30,38,115,120,200,36,124,110,37,40,28,51,39,28,16,16,13,11,15,24,15,8,7,8,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,69,12,0,13,9,12,0,2,12,15,3,1,0,7,0,11,5,0,4,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,11,13,3,161,74,18,119,57,97,31,104,31,15,1,6,25,0,4,2,19,24,17,1,4,10,1,3,5,4,11,21,34,20,3,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0
1318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,5,5,10,17,22,25,9,53,45,58,100,150,205,83,738,65,114,360,26,2639,17,49,194,102,74,172,53,163,62,45,34,75,36,64,61,35,7,110,23,4,17,17,7,17,5,1,2,5,2,1,2,0,0,0,0,0,0,0
1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,4,0,19,1,17,0,0,0,0,0,2,3,533,369,132,80,61,0,4,28,3,0,54,18,19,21,2,10,4,2,3,41,1,0,21,0,3,0,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,5,0,0,0,0,49,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,2,6,5,1,7,2,22,2,6,11,54,8,248,4,0,2,0,8,3,18,13,15,25,15,15,11,11,7,2,0,37,0,7,0,0,7,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,0,4,0,5,0,0,0,2,5,0,0,12,0,0,0,5,0,0,0,0,0,0,0,4,0,0,31,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,8,6,4,7,12,28,38,84,122,95,75,113,218,89,145,145,551,137,21,99,44,19,7,28,38,21,24,39,55,57,24,32,24,11,20,50,98,12,20,11,5,0,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,5,4,4,7,14,15,13,43,59,37,92,24,96,205,88,130,43,211,206,41,330,90,433,82,245,147,87,197,115,110,61,77,91,78,87,27,61,85,78,27,7,16,34,15,1,13,4,7,2,3,2,2,6,4,1,0,0,0,0,0,0
1327,0,0,0,0,0,0,1,3,2,0,1,1,0,2,2,0,3,9,10,15,13,20,10,14,23,89,79,150,104,124,26,361,481,699,76,956,273,1336,369,348,13,90,70,50,123,128,89,50,98,122,52,38,21,70,30,8,16,28,9,4,30,4,2,2,7,1,5,8,5,1,2,0,0,0,0,0
1328,0,0,1,1,3,1,2,2,2,3,3,5,4,4,15,11,31,27,36,59,56,77,106,223,130,277,197,467,208,533,441,1607,2356,1312,1570,1516,1417,1778,2562,838,926,1141,419,706,478,862,402,489,369,310,316,351,297,472,380,138,172,104,114,74,27,68,19,45,22,25,13,19,5,4,3,5,1,1,1,2
1329,0,0,0,0,1,1,0,0,1,1,0,0,1,3,7,10,12,17,22,32,46,44,50,115,142,105,87,80,10,160,997,189,935,1098,659,2112,405,1098,1043,429,328,716,1276,338,136,168,237,235,274,280,252,195,121,59,131,88,77,37,12,20,18,6,24,24,13,10,6,6,4,1,0,1,0,0,0,0
1330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,5,4,3,9,6,15,7,19,2,152,266,883,81,55,86,7,79,182,378,145,126,5,3,26,8,67,15,69,79,26,19,50,23,21,21,34,8,135,1,6,34,3,4,3,3,1,5,8,4,0,1,0,1,0,0,0,0,0
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,5,6,11,3,3,18,4,5,135,1,30,1,2,117,8,167,99,137,359,367,524,14,437,5,17,10,69,58,41,26,19,34,19,43,25,14,18,4,13,17,11,10,8,4,4,4,2,0,0,0,0,0,0,0,0,0,0
1332,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,5,5,4,10,8,13,14,13,146,1,11,38,93,162,63,12,98,90,71,164,245,4,592,61,57,17,240,165,19,77,104,26,107,21,30,51,34,45,9,5,12,22,2,19,18,4,8,9,0,0,0,6,0,0,1,0,0,0,0,0
1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,5,0,3,2,0,1,0,18,17,30,83,52,36,25,261,81,3,271,436,13,58,25,0,24,63,14,16,20,27,12,10,14,3,31,1,10,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,3,2,3,2,12,16,0,1,15,7,20,46,17,6,89,65,125,29,343,194,251,15,32,233,235,132,32,11,42,24,65,11,22,23,32,16,14,4,0,4,8,5,3,5,1,2,4,1,2,1,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,3,5,6,3,0,38,14,8,21,8,26,46,64,212,29,63,30,10,38,166,34,326,115,144,184,144,25,43,33,37,26,19,54,37,5,2,10,5,3,2,1,13,0,2,0,0,0,0,1,0,0,0,0,0,0,0
1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,1,117,0,15,145,0,52,16,3,0,338,16,0,207,10,28,51,9,115,22,20,12,19,2,27,29,12,0,0,0,0,0,0,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4,11,7,6,17,1,6,23,17,50,7,61,15,188,125,39,289,118,172,636,527,238,94,10,122,227,93,17,56,21,51,33,33,35,25,23,4,19,9,22,15,1,14,3,3,2,2,1,0,0,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,1,2,4,14,6,13,9,1,13,23,29,48,70,69,18,277,362,126,280,187,263,16,189,716,439,332,318,184,54,98,71,72,34,47,56,28,40,23,0,58,18,27,1,16,4,0,4,1,6,3,0,3,0,0,0,0,0,0,0
1339,0,0,0,0,0,0,0,0,0,1,2,3,1,4,6,3,7,7,11,19,11,26,16,14,41,72,40,46,57,42,113,106,298,280,306,276,806,1008,386,757,815,483,284,211,158,47,141,247,123,160,110,76,99,62,36,61,64,15,29,9,4,14,17,8,4,5,1,1,9,0,0,2,1,0,1,0
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,2,2,2,4,5,6,5,1,3,1,30,20,52,24,6,31,11,174,49,23,139,26,431,100,99,150,68,130,58,52,57,107,33,61,32,19,6,0,11,11,0,3,9,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1341,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,4,2,3,9,3,12,11,3,2,27,49,55,19,99,311,93,61,106,201,101,44,126,34,9,153,114,23,130,72,82,42,50,54,75,37,35,75,0,8,5,6,34,5,1,6,1,0,0,1,0,4,0,1,0,1,0,0,0,0
1342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,2,5,6,11,9,5,11,2,4,17,4,122,219,41,128,13,12,12,17,178,83,151,7,19,103,39,140,30,14,55,18,40,32,23,16,23,1,1,4,1,13,18,4,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,0,0,0,2,1,1,4,4,6,6,9,6,19,17,14,34,16,65,12,7,67,24,123,270,38,67,116,186,199,291,148,162,379,159,516,348,363,565,237,419,142,206,190,137,208,141,106,43,33,34,28,12,4,10,19,11,6,9,6,2,4,2,1,1,1,1,0,2,1,0
1344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,5,7,3,8,14,1,4,0,9,19,4,41,32,14,112,133,72,17,123,163,141,52,292,27,140,74,27,187,68,42,89,49,54,34,52,42,23,12,4,25,9,1,1,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,5,6,4,3,6,1,3,20,8,1,35,59,20,107,3,60,31,11,15,276,30,18,116,96,89,67,152,85,43,24,18,54,40,41,37,5,17,17,2,6,9,1,0,13,2,3,3,1,0,0,0,1,0,0,0,0,0,0
1346,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,4,3,10,12,13,7,16,3,1,11,13,25,5,252,51,17,162,254,13,190,84,46,106,187,72,127,68,128,60,76,41,74,58,89,122,57,5,92,16,6,15,4,6,2,3,6,2,0,0,0,1,0,0,1,0,0,0,0,0
1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,13,23,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,2,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,8,7,12,14,22,12,11,27,2,31,42,12,34,260,103,20,260,107,170,894,238,376,477,79,95,191,72,260,171,184,122,126,96,87,40,73,68,105,13,51,12,30,18,3,6,2,3,5,3,1,0,1,3,0,1,1,0,0,0,0
1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,5,7,3,12,9,1,30,21,37,2,55,9,5,68,10,42,202,9,2,80,83,77,129,144,42,44,64,35,23,17,12,33,10,29,12,0,14,1,1,1,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,7,2,9,0,8,14,6,32,55,17,230,31,145,23,72,77,268,55,2,94,13,142,0,18,14,20,77,39,27,36,29,17,7,8,33,39,6,11,13,0,3,2,2,1,1,0,0,2,0,0,2,0,0,0,0,0
1351,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,5,5,8,3,1,7,17,16,10,3,9,30,7,18,6,92,158,57,462,51,391,264,427,669,651,197,338,70,28,80,119,135,103,94,108,24,52,35,35,13,12,10,2,11,4,7,2,14,1,0,1,0,2,1,0,2,0,0,0,0,0
1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,4,3,2,6,0,0,4,10,20,2,8,12,19,232,11,8,91,139,187,6,56,9,44,34,43,86,47,38,21,9,32,22,34,9,38,3,14,5,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,4,2,5,1,1,13,4,3,4,0,5,395,14,101,79,46,8,55,27,36,123,115,39,4,36,21,72,36,24,17,33,12,18,2,11,9,8,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,3,7,6,10,25,29,15,21,54,11,4,77,6,24,41,6,75,169,574,27,263,44,85,298,66,206,125,118,54,66,50,71,50,42,34,18,25,6,8,8,13,20,2,3,1,7,0,0,1,3,1,0,1,0,2,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,6,12,7,25,24,14,10,25,13,0,31,104,16,130,42,91,49,19,68,56,27,322,5,22,115,29,32,31,44,42,35,44,4,1,0,1,8,11,7,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,7,15,9,0,1,4,2,1,81,7,40,12,4,82,65,123,37,50,46,29,51,299,40,46,40,20,22,15,7,11,15,7,6,1,4,6,5,4,18,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,1,11,6,7,27,6,3,0,45,36,0,66,0,39,128,443,1,82,78,34,226,51,125,3,0,23,176,35,31,102,44,29,36,13,5,7,124,5,0,10,5,21,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,8,3,6,14,8,0,22,4,15,50,113,23,9,23,34,16,102,6,12,75,75,20,192,51,93,61,46,32,34,20,20,31,35,6,41,3,16,8,1,1,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0,0,0,1,2,1,2,7,4,12,11,13,28,19,20,27,27,33,45,185,122,426,169,234,289,791,429,229,161,650,327,942,220,1201,312,556,465,281,409,235,368,238,145,62,140,138,43,39,152,23,24,49,19,11,23,11,6,15,5,5,1,2,1,0,1,2,0,1,0
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,9,10,10,10,45,11,16,25,55,56,28,124,14,144,268,196,59,285,58,585,35,256,152,24,91,73,215,47,85,44,32,46,35,53,32,22,39,1,10,18,2,4,0,3,0,5,0,1,0,0,0,0,0,1,1,0,0
1361,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,3,3,5,6,8,12,30,20,18,44,90,24,22,151,27,122,318,21,61,203,134,49,392,20,185,161,279,11,84,94,43,41,64,82,70,79,34,40,35,13,7,18,5,19,4,7,5,3,2,2,1,1,0,2,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0,1,0,0,0,2,11,0,6,4,2,2,3,5,12,12,24,23,68,9,11,154,62,15,192,53,117,105,46,21,0,307,61,168,57,39,273,85,154,87,34,40,66,34,37,23,7,6,14,10,2,15,5,4,23,1,2,0,0,2,0,0,1,1,0,0,0,0,0
1363,0,0,0,0,0,0,1,0,0,1,1,2,3,9,4,6,10,6,7,15,20,10,12,15,65,39,148,10,49,122,428,114,69,127,150,503,643,1314,203,1185,98,773,510,86,341,419,114,203,122,107,105,37,138,40,63,10,45,7,33,33,41,13,10,3,5,4,3,7,3,1,2,0,0,0,0,0
1364,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,5,1,5,4,5,14,12,33,13,32,61,102,136,83,37,41,162,59,39,76,41,123,7,12,108,53,227,388,101,85,151,116,69,87,14,55,38,13,25,7,23,1,29,15,5,2,3,6,0,0,4,0,1,3,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,7,5,6,10,14,79,29,44,58,6,33,215,90,101,110,211,13,22,37,658,176,63,90,185,159,223,107,52,83,101,19,90,45,24,5,5,16,27,4,29,6,9,1,4,1,0,1,5,0,3,0,0,0,0,1,0
1366,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,2,0,3,3,5,8,2,3,18,0,47,1,1,22,50,0,101,4,45,85,32,44,28,11,77,38,53,53,296,246,112,78,28,109,53,34,29,31,14,0,2,2,3,21,4,1,2,0,2,2,5,1,2,0,0,2,0,0,0,0,0
1367,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,3,1,3,2,7,2,7,9,4,17,2,31,29,107,83,50,178,15,112,106,165,183,64,166,77,10,10,158,309,143,97,109,84,126,26,12,42,31,37,10,5,11,11,24,10,17,5,2,0,4,1,2,0,2,0,1,0,0,1,0,0
