id,0,48,96,144,192,240,288,336,384,432,480,528,576,624,672,720,768,816,864,912,960,1008,1056,1104,1152,1200,1248,1296,1344,1392,1440,1488,1536,1584,1632,1680,1728,1776,1824,1872,1920,1968,2016,2064,2112,2160,2208,2256,2304,2352,2400,2448,2496,2544,2592,2640,2688,2736,2784,2832,2880,2928,2976,3024,3072,3120,3168,3216,3264,3312,3360,3408,3456,3504,3552,3600
3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,3,7,4,9,38,8,34,6,24,52,35,20,119,69,16,10,51,91,1,141,32,57,65,71,30,87,78,64,63,46,31,11,10,7,4,9,15,13,1,2,3,1,0,2,3,0,1,0,0,0,0,0,0,0,0
3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,3,3,7,6,0,6,20,4,17,40,10,6,65,113,64,17,86,46,27,81,69,246,119,35,127,31,76,47,52,54,30,32,28,17,35,12,3,7,6,9,5,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0
3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,1,6,2,14,11,5,31,23,8,7,21,12,17,7,9,39,124,67,97,49,48,26,33,30,18,11,9,5,19,6,2,2,3,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,36,17,7,6,10,14,9,12,33,45,51,2,9,45,18,53,2,1,5,3,7,43,17,35,6,14,6,18,5,19,13,2,9,4,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,5,14,2,3,24,16,3,10,5,46,153,11,30,38,87,4,9,31,6,12,25,19,18,36,39,24,9,14,14,6,7,8,8,11,16,2,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0
3478,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1,3,8,3,8,2,5,16,10,17,20,15,22,1,42,146,52,35,96,1,52,37,102,26,437,86,374,217,59,196,78,79,43,61,50,29,20,5,1,3,0,8,10,4,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
3479,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,1,2,3,3,5,10,1,1,13,20,46,32,75,42,31,21,27,3,171,100,211,0,121,121,82,244,331,85,67,38,103,87,44,39,44,24,42,25,7,29,16,4,1,4,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,1,5,6,13,12,13,7,8,14,29,25,21,16,32,4,51,81,90,13,139,71,150,207,288,112,170,51,51,65,57,45,53,28,37,12,15,17,5,10,2,13,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,1,7,1,2,7,2,13,0,54,0,5,43,8,39,12,4,6,22,32,15,14,16,18,11,7,5,3,8,4,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,6,0,1,0,0,0,1,0,4,3,3,5,3,0,0,0,4,9,5,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,8,0,1,0,1,4,65,1,3,29,8,33,165,27,0,6,21,6,6,10,3,5,3,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,5,15,3,6,7,22,51,25,14,16,5,88,56,8,49,104,137,12,101,25,63,21,19,22,25,21,29,14,12,16,18,54,4,5,8,7,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,5,2,7,4,6,5,0,22,28,5,61,51,16,73,55,226,77,52,17,3,165,106,120,137,103,93,75,125,68,46,59,42,42,28,16,3,22,4,2,4,5,5,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,16,0,11,2,19,15,4,11,4,147,12,10,18,17,3,54,67,47,76,53,87,35,33,43,19,24,15,15,15,15,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,4,0,3,5,11,6,31,3,14,18,31,1,9,2,75,28,157,42,36,37,39,13,21,3,15,11,12,4,9,5,11,2,10,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,0,0,0,0,0,0,0,0,2,3,6,9,12,15,21,25,27,30,34,38,45,48,62,84,122,209,276,426,519,676,862,984,1159,1364,1607,1869,2301,2678,4548,6285,7511,8381,8956,9576,10200,10586,10750,10842,10912,10967,11044,11084,11121,11190,11261,11308,11381,11436,11484,11511,11533,11554,11561,11565,11571,11577,11579,11582,11590,11593,11596,11605,11609,11610,11613,11613
3492,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,2,2,4,3,9,8,8,22,10,28,67,14,28,64,93,70,125,120,152,25,244,38,117,480,206,256,181,121,125,52,94,60,60,53,52,45,12,17,30,20,7,4,4,2,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0
3493,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,3,4,4,5,6,13,15,40,28,28,140,33,46,109,88,141,99,38,89,52,68,116,294,39,233,83,80,60,61,59,25,48,29,44,13,5,18,20,14,14,8,6,3,6,1,0,1,0,1,1,0,0,0,0,0,0,0
3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,5,9,1,2,5,9,8,8,18,7,7,81,21,7,7,1,81,38,23,61,59,125,77,62,34,23,18,20,20,25,9,2,1,1,12,2,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,2,4,3,0,1,3,13,13,10,3,22,31,50,9,53,52,46,2,48,92,22,106,36,144,34,82,48,48,22,24,20,13,7,4,2,3,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,1,0,0,13,1,27,30,11,8,15,3,2,1,66,0,10,9,4,14,13,27,24,22,16,12,11,11,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,9,0,0,1,0,0,1,0,1,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,2,1,2,0,0,3,12,6,13,1,2,1,31,23,91,67,21,4,20,6,9,5,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,5,5,1,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,6,7,14,5,17,10,3,8,10,0,24,38,34,41,13,94,52,51,203,66,28,21,3,15,6,40,88,53,47,59,42,43,54,78,10,19,39,1,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,2,6,5,9,16,5,34,27,27,19,56,121,23,45,66,78,52,112,44,277,61,131,53,179,113,122,110,86,69,58,33,51,37,17,23,21,29,6,11,11,6,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,20,1,4,4,21,1,4,7,0,6,2,11,9,13,4,15,37,10,1,9,16,7,7,38,19,13,14,21,3,1,5,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18,0,1,0,3,3,11,3,0,48,0,1,0,0,17,4,4,46,16,65,10,20,13,5,8,6,11,25,11,2,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,5,8,0,3,1,0,139,0,0,0,8,10,18,3,46,51,24,1,5,29,8,17,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,8,6,7,7,10,6,16,35,53,39,58,220,73,169,79,163,156,378,80,13,123,151,549,567,257,318,79,43,79,86,102,86,85,83,58,25,53,9,23,12,22,21,6,6,3,2,2,2,0,1,1,1,0,0,0,0,0,0
3506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,9,7,20,0,4,3,1,28,0,1,57,88,9,3,38,13,36,6,13,7,8,3,5,2,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,31,5,2,0,0,1,3,1,0,28,8,20,8,133,37,27,5,8,3,5,4,3,3,8,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,0,16,5,0,27,3,4,51,5,1,4,0,10,73,11,90,4,6,12,18,16,28,13,7,26,6,10,13,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,5,8,12,19,28,6,24,23,14,19,54,35,46,150,95,61,89,215,84,16,58,81,152,125,34,85,44,76,43,53,25,50,55,64,19,28,8,10,3,7,6,4,4,3,1,2,1,2,2,0,0,0,0,0,0,0
3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,1,2,7,2,2,4,2,17,0,0,8,11,2,32,7,1,1,14,5,4,9,2,3,9,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,10,19,1,1,13,4,3,38,26,35,2,75,76,54,9,9,6,45,10,25,40,25,25,21,13,7,18,15,9,5,8,5,20,10,2,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,3,1,6,6,8,57,0,23,7,6,20,54,5,56,13,16,3,5,15,3,17,68,25,6,14,7,17,10,3,7,1,7,17,2,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,4,23,8,5,1,56,2,28,13,1,8,17,27,8,17,36,94,132,9,49,31,20,34,22,13,20,26,4,31,19,2,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3514,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,3,1,2,8,7,11,10,1,4,18,10,61,0,19,119,39,36,21,28,212,27,76,132,6,110,91,25,44,93,50,79,30,38,38,19,30,70,19,3,5,2,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,7,2,12,17,16,9,14,16,4,28,32,17,12,1,29,11,37,111,51,27,14,6,19,30,32,20,13,9,5,6,6,4,5,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,4,2,1,1,6,1,13,4,12,33,11,21,3,43,2,4,16,33,41,39,47,29,42,19,44,28,20,37,19,4,14,4,20,0,0,3,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,4,5,4,8,11,4,32,10,13,17,22,10,76,17,11,25,36,14,276,38,173,77,108,135,99,65,57,119,53,53,56,69,40,47,20,36,0,12,1,4,3,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
3518,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,2,4,4,2,9,7,19,6,17,10,37,9,16,22,57,24,19,69,20,105,19,73,75,142,148,57,75,63,51,43,32,39,44,30,10,4,11,23,1,8,3,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,0,0,3,10,21,2,10,6,28,12,22,4,25,2,5,7,89,35,6,58,58,9,7,23,20,19,15,8,13,2,16,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1,11,11,0,2,9,1,27,12,2,5,0,47,1,0,5,23,3,17,6,45,7,8,11,5,9,2,5,1,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,6,3,9,25,10,4,4,13,6,24,0,11,12,0,61,0,21,4,25,7,18,21,9,11,7,6,3,17,14,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,4,1,8,4,95,1,3,0,13,2,44,71,12,31,148,26,9,23,7,3,5,5,8,19,19,12,9,2,15,18,9,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,28,5,1,1,4,4,4,36,22,12,10,30,4,14,0,0,4,57,19,5,22,16,19,7,17,21,4,3,5,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,4,4,0,28,7,2,0,13,12,11,29,17,11,77,18,0,1,20,4,19,21,18,12,9,21,14,3,4,7,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,4,3,5,9,5,16,3,25,9,37,1,7,7,9,3,26,16,98,0,16,243,12,143,12,43,13,50,56,20,21,22,30,4,25,22,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,4,2,3,3,12,1,18,12,27,9,2,26,26,61,21,56,0,3,7,103,29,84,43,37,29,41,25,20,26,14,11,5,8,14,0,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3527,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,3,3,3,4,5,7,7,10,18,34,18,67,31,32,31,42,28,62,58,11,291,473,93,26,46,202,237,74,39,102,70,47,66,57,23,28,15,19,4,2,17,9,8,2,4,1,1,1,1,1,0,0,0,0,1,0,0,0
3528,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,2,1,4,5,6,4,3,17,24,4,13,37,40,26,20,10,6,29,28,87,49,259,89,259,64,123,162,36,54,54,53,26,62,32,14,15,7,20,16,6,0,1,5,7,0,2,1,0,0,1,0,1,0,0,0,0,0,0
3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,1,9,2,2,0,9,5,0,35,25,35,30,0,11,0,0,249,0,93,17,1,77,52,29,61,14,12,13,11,9,10,1,0,1,3,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,5,0,0,2,10,2,1,6,2,8,34,5,17,94,32,54,1,311,2,226,57,20,50,5,12,12,11,9,24,14,0,0,7,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,5,4,5,0,2,22,13,29,2,101,22,40,213,52,25,2,186,8,295,49,1,7,52,39,87,30,50,28,35,21,27,18,4,39,6,3,12,6,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,2,7,8,20,5,8,59,17,36,21,22,49,15,36,5,61,62,67,2,36,4,73,56,56,44,52,28,14,24,13,14,5,17,5,4,2,2,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,14,0,1,3,4,3,1,2,1,10,2,15,0,9,26,12,62,9,14,3,18,6,18,21,9,8,8,4,2,6,6,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,3,49,5,7,8,14,1,61,20,100,189,109,61,67,30,22,32,15,20,7,2,4,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,6,1,6,1,1,13,5,10,5,3,1,0,105,16,176,68,50,16,6,8,6,19,7,6,5,2,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,21,37,12,14,5,6,18,3,20,16,40,60,55,9,23,20,32,46,16,38,38,42,28,15,10,21,13,12,9,5,1,5,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,5,1,4,1,24,19,36,10,55,7,29,1,12,78,130,52,12,52,36,12,14,24,17,16,19,43,25,12,9,11,5,6,4,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,9,1,9,10,7,4,7,34,24,8,33,64,41,152,15,21,38,40,6,19,25,26,19,12,8,13,13,7,5,16,2,2,9,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,8,0,6,3,0,6,28,23,16,1,1,13,3,15,12,19,20,26,5,13,26,16,27,12,12,12,3,11,6,0,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,2,0,3,3,24,14,0,2,2,1,7,43,52,9,95,5,93,0,34,60,23,139,166,16,12,90,10,15,34,45,12,21,11,25,5,16,31,1,0,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,2,5,5,8,19,6,15,8,48,39,107,16,4,219,179,31,70,26,47,230,67,298,92,77,269,81,43,90,57,44,56,40,73,20,1,7,7,24,5,3,0,2,2,8,3,1,0,2,0,2,0,0,0,0,0,0,0
3543,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,1,3,6,1,4,8,6,13,53,14,24,29,137,39,6,47,574,13,186,283,277,75,158,712,79,170,14,24,157,187,46,103,38,132,99,84,49,125,93,4,13,11,10,1,6,21,11,8,4,0,6,4,1,0,1,2,1,0,0,0,0
3544,0,0,0,0,0,0,0,2,1,0,1,2,1,1,1,0,4,2,6,9,8,8,9,9,25,31,18,49,67,135,178,130,52,210,50,426,127,929,477,563,172,332,235,225,335,140,122,136,59,74,86,62,40,78,61,18,9,23,32,4,12,4,6,2,7,3,4,2,9,0,3,1,0,1,0,0
3545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,5,4,4,8,15,1,38,38,0,5,110,80,2,86,2,23,10,32,330,2,2,101,57,64,51,3,74,62,151,52,64,53,17,23,11,20,10,1,10,12,8,0,1,1,2,7,1,1,0,2,0,0,0,0,0,0,0,0
3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,6,3,4,4,6,0,0,12,3,5,40,38,14,78,9,22,6,5,184,8,7,333,294,61,66,37,126,139,47,67,33,56,23,8,16,16,5,8,16,7,7,0,6,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,5,2,0,17,5,2,25,114,8,34,6,5,31,1,5,5,22,54,287,16,49,87,48,11,38,15,31,20,11,12,20,4,0,9,2,10,3,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3548,0,0,0,0,0,0,0,0,2,1,0,1,0,2,6,3,6,6,8,11,12,10,28,53,29,19,35,32,96,105,207,301,147,196,159,661,378,282,166,84,233,711,142,223,312,85,120,50,143,140,76,75,46,11,16,13,18,38,22,21,16,3,3,1,1,2,2,0,0,2,0,0,1,0,0,0
3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,6,8,10,4,1,17,125,28,13,46,1,43,89,21,227,109,204,93,64,131,196,481,31,127,58,74,257,101,89,135,54,46,103,64,36,81,45,14,27,36,21,11,7,3,5,0,3,1,0,4,2,0,0,0,0,0,0
3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,6,6,1,8,21,30,8,24,24,40,7,44,21,134,133,24,55,100,75,187,15,144,315,243,358,65,160,71,54,81,50,122,20,25,123,36,2,13,4,9,3,7,0,2,1,1,1,1,0,0,0,2,0,2,0,0,0,0
3551,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,3,4,8,7,7,15,26,13,2,39,17,42,55,199,98,93,23,13,252,81,54,323,669,301,522,162,653,95,164,331,162,80,182,110,45,67,34,64,136,5,8,14,27,19,3,9,1,4,4,5,0,4,3,3,0,0,1,1,0,0
3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,5,6,2,8,3,1,4,69,11,23,103,7,60,146,13,15,78,0,176,194,42,476,96,12,21,147,168,93,61,74,91,42,33,2,14,0,3,0,2,2,3,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0
3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,3,4,1,2,0,0,1,17,3,7,39,100,124,29,96,38,53,413,128,38,344,194,10,5,228,99,33,36,28,19,39,9,10,10,19,1,1,4,3,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,3,1,9,6,14,6,9,9,4,80,21,36,141,37,76,91,43,152,32,166,10,201,172,459,70,26,127,131,64,70,80,46,51,54,42,18,32,18,7,15,0,8,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,5,10,6,1,3,6,15,32,53,12,56,9,22,32,110,49,241,3,33,95,70,102,9,91,151,167,113,28,52,36,51,49,37,58,0,0,2,20,12,7,4,2,0,1,3,0,0,1,1,1,1,0,0,0,0,0
3556,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,1,5,4,7,2,7,9,11,39,15,53,85,14,38,74,245,160,461,731,315,461,486,267,867,86,605,199,23,85,26,71,126,106,56,42,45,56,33,31,11,79,24,47,11,31,2,13,1,2,2,9,11,5,0,0,2,1,0,0,0,0
3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,7,5,15,4,4,7,89,11,57,85,14,3,46,10,18,56,119,85,52,134,24,20,32,20,21,138,25,54,41,37,29,21,6,21,0,0,0,5,14,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,5,3,5,10,0,3,8,38,5,44,46,0,42,3,46,1,0,216,0,260,39,59,39,60,42,85,57,44,49,33,36,23,12,10,0,28,4,7,9,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,4,6,0,1,0,26,2,9,4,35,31,7,22,35,87,24,3,120,50,33,246,38,34,24,55,25,57,25,32,25,29,2,8,6,1,10,7,1,0,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0
3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,17,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
